user_id,show_title,genre,watch_duration,watch_date,rating
14,Show_27,Action,12,2025-04-06 12:45:59.629942,4
71,Show_13,Fantasy,48,2025-04-24 12:45:59.629944,3
68,Show_14,Documentary,162,2025-01-25 12:45:59.629948,3
11,Show_20,Romance,63,2025-06-01 12:45:59.629952,1
81,Show_6,Thriller,66,2025-02-22 12:45:59.629955,5
82,Show_4,Thriller,86,2025-05-17 12:45:59.629958,1
7,Show_32,Sci-Fi,145,2024-10-03 12:45:59.629961,2
60,Show_3,Comedy,11,2024-12-25 12:45:59.629963,3
55,Show_31,Romance,10,2024-10-04 12:45:59.629967,3
63,Show_12,Documentary,160,2024-07-23 12:45:59.629970,2
15,Show_22,Fantasy,131,2025-06-30 12:45:59.629973,3
47,Show_12,Thriller,83,2025-02-14 12:45:59.629976,2
40,Show_38,Drama,40,2024-10-31 12:45:59.629980,3
62,Show_26,Fantasy,38,2024-08-10 12:45:59.629983,2
96,Show_50,Drama,100,2024-07-27 12:45:59.629986,3
44,Show_36,Comedy,129,2025-02-13 12:45:59.629989,1
59,Show_16,Horror,18,2025-04-17 12:45:59.629993,4
19,Show_40,Romance,111,2024-07-11 12:45:59.629996,2
28,Show_43,Sci-Fi,9,2024-09-07 12:45:59.629999,3
51,Show_39,Action,33,2025-05-01 12:45:59.630002,5
88,Show_37,Thriller,85,2025-04-27 12:45:59.630006,1
42,Show_2,Thriller,6,2024-08-19 12:45:59.630019,2
58,Show_13,Action,29,2024-08-10 12:45:59.630023,3
81,Show_7,Fantasy,134,2024-08-21 12:45:59.630026,2
99,Show_38,Thriller,86,2024-11-29 12:45:59.630030,1
42,Show_49,Documentary,159,2025-06-28 12:45:59.630033,3
16,Show_13,Drama,42,2025-01-14 12:45:59.630036,2
65,Show_34,Horror,157,2025-06-18 12:45:59.630039,2
80,Show_32,Action,103,2025-01-23 12:45:59.630042,4
74,Show_30,Fantasy,91,2025-05-22 12:45:59.630045,3
64,Show_40,Fantasy,142,2024-08-09 12:45:59.630048,5
90,Show_30,Horror,79,2025-01-16 12:45:59.630051,1
75,Show_33,Documentary,153,2025-02-16 12:45:59.630054,1
98,Show_5,Drama,10,2024-12-22 12:45:59.630057,4
75,Show_9,Action,107,2024-10-28 12:45:59.630060,4
50,Show_16,Action,101,2025-04-08 12:45:59.630072,4
79,Show_2,Comedy,146,2025-04-25 12:45:59.630075,5
46,Show_25,Drama,45,2024-12-28 12:45:59.630078,4
11,Show_5,Thriller,177,2024-10-30 12:45:59.630081,3
42,Show_25,Fantasy,80,2024-11-28 12:45:59.630084,4
87,Show_21,Sci-Fi,147,2025-04-27 12:45:59.630087,5
7,Show_16,Thriller,38,2024-08-12 12:45:59.630091,5
48,Show_10,Comedy,167,2024-10-01 12:45:59.630093,4
26,Show_21,Sci-Fi,66,2025-02-23 12:45:59.630095,3
32,Show_38,Drama,91,2025-03-14 12:45:59.630097,5
25,Show_49,Documentary,108,2025-06-19 12:45:59.630099,2
23,Show_1,Horror,64,2025-03-27 12:45:59.630100,2
28,Show_20,Action,44,2025-01-31 12:45:59.630102,1
59,Show_36,Thriller,50,2024-08-31 12:45:59.630103,2
75,Show_32,Sci-Fi,77,2025-06-26 12:45:59.630105,3
82,Show_50,Action,144,2025-01-18 12:45:59.630106,3
43,Show_30,Comedy,81,2025-01-31 12:45:59.630108,3
23,Show_17,Fantasy,24,2025-05-07 12:45:59.630110,4
59,Show_8,Drama,48,2025-01-25 12:45:59.630111,2
75,Show_19,Drama,91,2025-04-02 12:45:59.630113,5
26,Show_28,Documentary,58,2025-01-24 12:45:59.630114,5
16,Show_1,Drama,36,2025-05-26 12:45:59.630116,1
12,Show_30,Fantasy,52,2024-07-28 12:45:59.630117,2
6,Show_45,Sci-Fi,65,2025-03-13 12:45:59.630119,5
32,Show_29,Romance,157,2024-09-19 12:45:59.630121,1
62,Show_17,Action,168,2025-01-26 12:45:59.630122,5
58,Show_17,Comedy,70,2024-09-21 12:45:59.630124,3
94,Show_9,Documentary,120,2025-04-30 12:45:59.630125,2
44,Show_18,Romance,59,2024-09-23 12:45:59.630127,1
55,Show_14,Sci-Fi,23,2025-03-28 12:45:59.630129,1
66,Show_13,Comedy,83,2024-11-18 12:45:59.630130,3
29,Show_2,Drama,42,2025-01-08 12:45:59.630132,3
88,Show_45,Action,10,2024-09-01 12:45:59.630134,5
68,Show_1,Sci-Fi,157,2025-01-30 12:45:59.630135,4
75,Show_37,Romance,20,2025-06-04 12:45:59.630137,4
63,Show_42,Romance,97,2024-07-09 12:45:59.630138,3
2,Show_47,Romance,71,2025-04-09 12:45:59.630140,4
97,Show_13,Sci-Fi,108,2024-10-21 12:45:59.630142,5
36,Show_3,Romance,39,2025-05-03 12:45:59.630143,2
88,Show_12,Horror,107,2025-05-06 12:45:59.630145,2
53,Show_41,Fantasy,18,2025-02-02 12:45:59.630146,1
92,Show_48,Fantasy,165,2025-05-28 12:45:59.630148,4
54,Show_48,Sci-Fi,175,2024-10-09 12:45:59.630150,5
21,Show_49,Comedy,133,2024-12-28 12:45:59.630151,3
93,Show_23,Action,34,2025-03-17 12:45:59.630153,4
13,Show_50,Fantasy,60,2025-01-01 12:45:59.630155,2
99,Show_11,Thriller,34,2024-09-11 12:45:59.630157,3
8,Show_9,Romance,113,2024-07-15 12:45:59.630159,5
28,Show_48,Horror,57,2024-08-05 12:45:59.630160,1
75,Show_1,Documentary,128,2025-01-22 12:45:59.630162,4
53,Show_43,Sci-Fi,96,2024-09-12 12:45:59.630163,3
98,Show_3,Comedy,167,2024-11-18 12:45:59.630165,5
43,Show_34,Thriller,62,2025-02-17 12:45:59.630167,4
12,Show_4,Horror,173,2025-04-07 12:45:59.630169,5
69,Show_14,Drama,66,2024-08-25 12:45:59.630170,3
38,Show_46,Drama,112,2025-05-19 12:45:59.630172,3
8,Show_43,Documentary,110,2024-08-03 12:45:59.630174,3
78,Show_26,Drama,17,2024-08-27 12:45:59.630175,2
4,Show_6,Fantasy,63,2025-06-02 12:45:59.630177,4
12,Show_16,Romance,139,2025-02-21 12:45:59.630178,4
46,Show_23,Fantasy,5,2025-01-04 12:45:59.630180,1
38,Show_1,Drama,80,2025-04-01 12:45:59.630182,3
53,Show_29,Action,67,2025-02-08 12:45:59.630184,5
4,Show_50,Drama,97,2024-08-07 12:45:59.630185,4
13,Show_25,Sci-Fi,28,2025-02-15 12:45:59.630187,4
44,Show_11,Action,142,2025-04-25 12:45:59.630189,5
27,Show_3,Horror,123,2025-06-06 12:45:59.630190,2
16,Show_22,Comedy,116,2025-05-06 12:45:59.630192,1
68,Show_46,Drama,31,2024-08-10 12:45:59.630194,5
43,Show_29,Sci-Fi,117,2024-10-09 12:45:59.630196,3
35,Show_1,Fantasy,22,2024-12-04 12:45:59.630198,2
71,Show_45,Thriller,123,2024-08-08 12:45:59.630199,2
39,Show_12,Horror,171,2025-03-03 12:45:59.630201,3
24,Show_8,Documentary,44,2025-03-21 12:45:59.630203,4
29,Show_50,Thriller,10,2024-09-11 12:45:59.630204,2
79,Show_14,Comedy,148,2024-08-17 12:45:59.630206,1
58,Show_8,Fantasy,62,2025-03-02 12:45:59.630208,2
91,Show_19,Fantasy,99,2025-05-31 12:45:59.630209,5
64,Show_37,Romance,64,2025-02-26 12:45:59.630211,4
26,Show_45,Action,158,2025-01-06 12:45:59.630213,1
66,Show_30,Thriller,174,2024-07-31 12:45:59.630215,2
55,Show_35,Horror,173,2025-01-30 12:45:59.630216,4
83,Show_20,Drama,154,2024-12-29 12:45:59.630218,4
77,Show_29,Action,144,2024-07-13 12:45:59.630220,4
98,Show_30,Drama,88,2025-03-01 12:45:59.630221,1
93,Show_49,Drama,133,2024-07-30 12:45:59.630226,3
8,Show_44,Horror,41,2025-02-14 12:45:59.630228,3
70,Show_18,Sci-Fi,134,2025-06-17 12:45:59.630230,1
61,Show_38,Horror,138,2024-12-27 12:45:59.630231,2
64,Show_15,Documentary,23,2024-09-25 12:45:59.630233,3
91,Show_22,Action,65,2024-12-20 12:45:59.630235,3
21,Show_38,Comedy,75,2024-11-10 12:45:59.630237,5
47,Show_18,Action,51,2025-03-03 12:45:59.630239,1
98,Show_50,Comedy,27,2024-09-14 12:45:59.630240,2
86,Show_50,Comedy,8,2024-10-10 12:45:59.630242,3
44,Show_7,Fantasy,138,2024-10-14 12:45:59.630244,1
58,Show_6,Romance,116,2024-07-17 12:45:59.630246,5
57,Show_46,Horror,101,2025-02-11 12:45:59.630247,5
77,Show_41,Drama,47,2024-11-11 12:45:59.630249,3
83,Show_36,Comedy,136,2024-10-31 12:45:59.630251,1
17,Show_34,Sci-Fi,68,2025-06-06 12:45:59.630257,1
47,Show_41,Documentary,68,2024-07-09 12:45:59.630259,5
47,Show_6,Thriller,61,2024-10-05 12:45:59.630261,4
7,Show_46,Romance,33,2025-03-04 12:45:59.630262,3
39,Show_21,Drama,63,2024-07-13 12:45:59.630264,5
84,Show_12,Thriller,150,2024-07-26 12:45:59.630266,3
2,Show_8,Action,93,2025-04-26 12:45:59.630268,4
50,Show_4,Thriller,154,2025-01-13 12:45:59.630270,1
21,Show_20,Drama,160,2025-02-12 12:45:59.630273,3
35,Show_11,Comedy,73,2025-04-17 12:45:59.630276,3
10,Show_30,Horror,76,2025-04-08 12:45:59.630279,3
54,Show_10,Romance,148,2024-10-10 12:45:59.630282,1
54,Show_25,Horror,27,2024-12-11 12:45:59.630285,2
46,Show_3,Comedy,76,2025-02-10 12:45:59.630288,2
76,Show_24,Documentary,154,2024-12-07 12:45:59.630291,5
3,Show_14,Fantasy,77,2025-04-04 12:45:59.630294,4
99,Show_16,Action,172,2025-01-25 12:45:59.630297,4
50,Show_24,Sci-Fi,57,2024-07-16 12:45:59.630300,3
70,Show_17,Horror,161,2025-04-26 12:45:59.630303,2
92,Show_16,Drama,65,2024-11-27 12:45:59.630306,4
79,Show_5,Documentary,42,2025-02-25 12:45:59.630309,4
35,Show_27,Drama,102,2024-07-11 12:45:59.630312,1
92,Show_26,Comedy,28,2025-04-12 12:45:59.630314,1
12,Show_18,Romance,108,2025-06-29 12:45:59.630317,3
13,Show_14,Thriller,71,2025-06-18 12:45:59.630320,2
72,Show_18,Fantasy,98,2025-03-10 12:45:59.630325,2
17,Show_25,Horror,113,2025-06-30 12:45:59.630328,4
30,Show_24,Horror,62,2025-03-13 12:45:59.630331,2
96,Show_21,Documentary,45,2024-10-12 12:45:59.630334,4
10,Show_34,Drama,171,2025-02-13 12:45:59.630337,5
42,Show_10,Comedy,160,2024-12-13 12:45:59.630340,3
8,Show_38,Action,112,2024-11-11 12:45:59.630343,5
79,Show_20,Horror,19,2024-12-07 12:45:59.630346,4
71,Show_15,Documentary,94,2024-10-26 12:45:59.630349,2
5,Show_4,Sci-Fi,81,2025-01-26 12:45:59.630352,3
84,Show_32,Romance,6,2025-01-11 12:45:59.630356,4
19,Show_46,Horror,110,2025-04-14 12:45:59.630359,3
